spid,spid_legacy,chid,stkc,stkc_unit,tested_conc,tested_conc_unit,MTT
TP0001067B04,01140074A,20209,100,mM,10,uM,112.1
TP0001058B07,01140076A,26525,100,mM,100.1,uM,82.6
TP0001067B07,01140076A,26525,100,mM,100.1,uM,82.6
TP0001057F02,01140078A,21993,99.9,mM,99.9,uM,90.6
TP0001066F02,01140078A,21993,99.9,mM,99.9,uM,90.6
TP0001055D07,01140080A,21774,100,mM,100,uM,101.4
TP0001064D07,01140080A,21774,100,mM,100,uM,101.4
TP0001056G07,01140082A,20716,100,mM,10.01,uM,101.5
TP0001065G07,01140082A,20716,100,mM,10.01,uM,101.5
TP0001060G08,01140084A,20431,99.9,mM,99.9,uM,92.7
TP0001069G08,01140084A,20431,99.9,mM,99.9,uM,92.7
TP0001055C09,01140086A,20348,99.9,mM,99.9,uM,95.6
TP0001064C09,01140086A,20348,99.9,mM,99.9,uM,95.6
TP0001054H01,01140088A,26307,100,mM,100,uM,80.6
TP0001063H01,01140088A,26307,100,mM,100,uM,80.6
TP0001056A09,01140090A,20224,100,mM,100.1,uM,97.6
TP0001065A09,01140090A,20224,100,mM,100.1,uM,97.6
TP0001060G06,01140092A,20281,100,mM,100.1,uM,97.3
TP0001069G06,01140092A,20281,100,mM,100.1,uM,97.3
TP0001054F08,01140094A,21869,99.9,mM,99.9,uM,86.1
TP0001063F08,01140094A,21869,99.9,mM,99.9,uM,86.1
TP0001055B01,01140096A,21277,100,mM,100.1,uM,91.3
TP0001064B01,01140096A,21277,100,mM,100.1,uM,91.3
TP0001056E02,01140098A,20523,100,mM,10,uM,103.2
TP0001065E02,01140098A,20523,100,mM,10,uM,103.2
TP0001055A08,01140100A,20647,100,mM,100,uM,101.1
TP0001064A08,01140100A,20647,100,mM,100,uM,101.1
TP0001061B04,01140102A,37303,100,mM,100.1,uM,89.4
TP0001070B04,01140102A,37303,100,mM,100.1,uM,89.4
TP0001055H04,01140104A,25337,100,mM,100.1,uM,92
TP0001064H04,01140104A,25337,100,mM,100.1,uM,92
TP0001055A04,01140106A,21607,99.9,mM,99.9,uM,93.2
TP0001064A04,01140106A,21607,99.9,mM,99.9,uM,93.2
TP0001060A06,01140108A,21600,99.9,mM,99.9,uM,98.9
TP0001069A06,01140108A,21600,99.9,mM,99.9,uM,98.9
TP0001058E06,01140110A,21386,100,mM,100,uM,92
TP0001067E06,01140110A,21386,100,mM,100,uM,92
TP0001058H08,01140112A,24045,100,mM,100,uM,99.9
TP0001067H08,01140112A,24045,100,mM,100,uM,99.9
TP0001056F06,01140114A,32514,99.9,mM,99.9,uM,98.1
TP0001065F06,01140114A,32514,99.9,mM,99.9,uM,98.1
TP0001057C12,01140116A,24985,99.9,mM,99.9,uM,102.6
TP0001066C12,01140116A,24985,99.9,mM,99.9,uM,102.6
TP0001061A08,01140118A,21426,99.9,mM,99.9,uM,97.9
TP0001070A08,01140118A,21426,99.9,mM,99.9,uM,97.9
TP0001056E08,01140120A,24359,99.9,mM,9.99,uM,108.2
TP0001065E08,01140120A,24359,99.9,mM,9.99,uM,108.2
TP0001058E10,01140122A,20759,100,mM,100.1,uM,98.2
TP0001067E10,01140122A,20759,100,mM,100.1,uM,98.2
TP0001057H02,01140124A,25055,100,mM,100,uM,98.4
TP0001066H02,01140124A,25055,100,mM,100,uM,98.4
TP0001059G11,01140126A,22528,99.9,mM,99.9,uM,91.5
TP0001068G11,01140126A,22528,99.9,mM,99.9,uM,91.5
TP0001055H02,01140128A,21641,100,mM,100,uM,79.8
TP0001064H02,01140128A,21641,100,mM,100,uM,79.8
TP0001056G06,01140130A,21645,99.9,mM,99.9,uM,97.5
TP0001065G06,01140130A,21645,99.9,mM,99.9,uM,97.5
TP0001055E03,01140132A,21864,99.9,mM,99.9,uM,81.1
TP0001064E03,01140132A,21864,99.9,mM,99.9,uM,81.1
TP0001055G07,01140134A,21336,99.9,mM,99.9,uM,96.6
TP0001064G07,01140134A,21336,99.9,mM,99.9,uM,96.6
TP0001055H07,01140136A,20439,99.9,mM,99.9,uM,97.4
TP0001064H07,01140136A,20439,99.9,mM,99.9,uM,97.4
TP0001061C03,01140138A,20921,99.9,mM,99.9,uM,87.7
TP0001070C03,01140138A,20921,99.9,mM,99.9,uM,87.7
TP0001061A07,01140140A,24917,100,mM,100,uM,97.4
TP0001070A07,01140140A,24917,100,mM,100,uM,97.4
TP0001060D12,01140142A,20137,100,mM,100,uM,99.9
TP0001069D12,01140142A,20137,100,mM,100,uM,99.9
TP0001057D03,01140144A,20152,100,mM,100,uM,96.7
TP0001066D03,01140144A,20152,100,mM,100,uM,96.7
TP0001057D01,01140146A,20293,100,mM,1,uM,105.9
TP0001066D01,01140146A,20293,100,mM,1,uM,105.9
TP0001061E01,01140148A,23792,99.9,mM,99.9,uM,92.6
TP0001070E01,01140148A,23792,99.9,mM,99.9,uM,92.6
TP0001057B10,01140150A,25091,100,mM,100,uM,73.8
TP0001066B10,01140150A,25091,100,mM,100,uM,73.8
TP0001056B10,01140152A,25132,100,mM,100.1,uM,94
TP0001065B10,01140152A,25132,100,mM,100.1,uM,94
TP0001056G12,01140154A,23927,99.9,mM,99.9,uM,89.3
TP0001065G12,01140154A,23927,99.9,mM,99.9,uM,89.3
TP0001054C08,01140156A,21605,99.9,mM,99.9,uM,94
TP0001063C08,01140156A,21605,99.9,mM,99.9,uM,94
TP0001054A11,01140158A,20964,100,mM,100.1,uM,92.8
TP0001063A11,01140158A,20964,100,mM,100.1,uM,92.8
TP0001060B10,01140160A,26943,100,mM,100,uM,91.6
TP0001069B10,01140160A,26943,100,mM,100,uM,91.6
TP0001061B10,01140162A,20105,20,mM,20,uM,89.7
TP0001070B10,01140162A,20105,20,mM,20,uM,89.7
TP0001062H03,01140164A,21135,50,mM,50,uM,88.1
TP0001071H03,01140164A,21135,50,mM,50,uM,88.1
TP0001058B11,01140166A,21256,100,mM,100,uM,93.4
TP0001067B11,01140166A,21256,100,mM,100,uM,93.4
TP0001056G10,01140168A,21754,100,mM,100.1,uM,94.2
TP0001065G10,01140168A,21754,100,mM,100.1,uM,94.2
TP0001060E03,01140170A,20337,100,mM,1,uM,112.2
TP0001069E03,01140170A,20337,100,mM,1,uM,112.2
TP0001059F09,01140172A,21575,100,mM,100.1,uM,91.2
TP0001068F09,01140172A,21575,100,mM,100.1,uM,91.2
TP0001058G12,01140174A,21932,100,mM,100.1,uM,99.3
TP0001067G12,01140174A,21932,100,mM,100.1,uM,99.3
TP0001059A02,01140176A,22536,100,mM,10,uM,106.2
TP0001068A02,01140176A,22536,100,mM,10,uM,106.2
TP0001057C04,01140178A,41306,100,mM,10,uM,99.8
TP0001066C04,01140178A,41306,100,mM,10,uM,99.8
TP0001054B03,01140180A,29246,99.9,mM,99.9,uM,85
TP0001063B03,01140180A,29246,99.9,mM,99.9,uM,85
TP0001054E10,01140182A,38732,100,mM,100.1,uM,97.8
TP0001063E10,01140182A,38732,100,mM,100.1,uM,97.8
TP0001058H12,01140184A,29289,100,mM,100.1,uM,72.5
TP0001067H12,01140184A,29289,100,mM,100.1,uM,72.5
TP0001061D01,01140186A,20916,99.9,mM,9.99,uM,104.7
TP0001070D01,01140186A,20916,99.9,mM,9.99,uM,104.7
TP0001060E12,01140188A,21956,100,mM,100.1,uM,96.7
TP0001069E12,01140188A,21956,100,mM,100.1,uM,96.7
TP0001057B07,01140190A,24062,100,mM,100,uM,101.6
TP0001066B07,01140190A,24062,100,mM,100,uM,101.6
TP0001055F03,01140192A,22331,100,mM,100.1,uM,94.1
TP0001064F03,01140192A,22331,100,mM,100.1,uM,94.1
TP0001059C03,01140194A,38321,99.9,mM,99.9,uM,93.7
TP0001068C03,01140194A,38321,99.9,mM,99.9,uM,93.7
TP0001054D01,01140196A,27982,99.9,mM,99.9,uM,97.5
TP0001063D01,01140196A,27982,99.9,mM,99.9,uM,97.5
TP0001060E10,01140198A,27441,99.9,mM,99.9,uM,85
TP0001069E10,01140198A,27441,99.9,mM,99.9,uM,85
TP0001061B12,01140200A,20820,99.9,mM,99.9,uM,94.7
TP0001070B12,01140200A,20820,99.9,mM,99.9,uM,94.7
TP0001057C09,01140202A,20867,100,mM,100,uM,81.1
TP0001066C09,01140202A,20867,100,mM,100,uM,81.1
TP0001055C08,01140204A,25486,99.9,mM,99.9,uM,95.4
TP0001064C08,01140204A,25486,99.9,mM,99.9,uM,95.4
TP0001059G12,01140206A,24066,100,mM,1,uM,109.7
TP0001068G12,01140206A,24066,100,mM,1,uM,109.7
TP0001054H04,01140208A,29874,50.1,mM,5.01,uM,94.5
TP0001063H04,01140208A,29874,50.1,mM,5.01,uM,94.5
TP0001055B04,01140210A,25659,100,mM,100.1,uM,84.5
TP0001064B04,01140210A,25659,100,mM,100.1,uM,84.5
TP0001060H06,01140212A,26908,100,mM,100,uM,101.6
TP0001069H06,01140212A,26908,100,mM,100,uM,101.6
TP0001057A05,01140214A,27050,99.9,mM,99.9,uM,87.2
TP0001066A05,01140214A,27050,99.9,mM,99.9,uM,87.2
TP0001057D11,01140216A,37706,100,mM,100.1,uM,99.9
TP0001066D11,01140216A,37706,100,mM,100.1,uM,99.9
TP0001059B03,01140218A,44581,99.9,mM,99.9,uM,84.7
TP0001068B03,01140218A,44581,99.9,mM,99.9,uM,84.7
TP0001057C07,01140220A,25881,100,mM,10,uM,105.9
TP0001066C07,01140220A,25881,100,mM,10,uM,105.9
TP0001055E10,01140222A,29145,100,mM,100.1,uM,98
TP0001064E10,01140222A,29145,100,mM,100.1,uM,98
TP0001057B06,01140224A,23733,100,mM,100,uM,93.3
TP0001066B06,01140224A,23733,100,mM,100,uM,93.3
TP0001059H08,01140226A,31863,99.9,mM,99.9,uM,108.7
TP0001068H08,01140226A,31863,99.9,mM,99.9,uM,108.7
TP0001054B06,01140228A,20240,100,mM,100,uM,92
TP0001063B06,01140228A,20240,100,mM,100,uM,92
TP0001057F11,01140230A,24063,100,mM,100.1,uM,85.9
TP0001066F11,01140230A,24063,100,mM,100.1,uM,85.9
TP0001055E12,01140232A,44564,99.9,mM,99.9,uM,98.6
TP0001064E12,01140232A,44564,99.9,mM,99.9,uM,98.6
TP0001057F09,01140234A,21392,99.9,mM,99.9,uM,95.8
TP0001066F09,01140234A,21392,99.9,mM,99.9,uM,95.8
TP0001058F07,01140236A,23825,50,mM,50,uM,84.3
TP0001067F07,01140236A,23825,50,mM,50,uM,84.3
TP0001056C10,01140238A,20570,99.9,mM,99.9,uM,97.6
TP0001065C10,01140238A,20570,99.9,mM,99.9,uM,97.6
TP0001057E06,01140240A,21032,99.9,mM,99.9,uM,95.1
TP0001066E06,01140240A,21032,99.9,mM,99.9,uM,95.1
TP0001055H01,01140242A,21821,100,mM,100.1,uM,96.3
TP0001064H01,01140242A,21821,100,mM,100.1,uM,96.3
TP0001054B11,01140244A,20910,100,mM,100.1,uM,85
TP0001063B11,01140244A,20910,100,mM,100.1,uM,85
TP0001054D08,01140246A,25133,100,mM,100,uM,93.6
TP0001063D08,01140246A,25133,100,mM,100,uM,93.6
TP0001061E10,01140248A,26156,20,mM,20,uM,91.8
TP0001070E10,01140248A,26156,20,mM,20,uM,91.8
TP0001058B12,01140250A,35341,100,mM,100.1,uM,91.9
TP0001067B12,01140250A,35341,100,mM,100.1,uM,91.9
TP0001059F07,01140252A,37709,100,mM,100.1,uM,106.5
TP0001068F07,01140252A,37709,100,mM,100.1,uM,106.5
TP0001061A09,01140254A,44643,100,mM,100.1,uM,100.5
TP0001070A09,01140254A,44643,100,mM,100.1,uM,100.5
TP0001061B07,01140256A,21026,99.9,mM,99.9,uM,91.1
TP0001070B07,01140256A,21026,99.9,mM,99.9,uM,91.1
TP0001054E07,01140258A,23950,100,mM,10.01,uM,104.4
TP0001063E07,01140258A,23950,100,mM,10.01,uM,104.4
TP0001057G04,01140260A,24051,99.9,mM,99.9,uM,96.2
TP0001066G04,01140260A,24051,99.9,mM,99.9,uM,96.2
TP0001062G02,01140262A,20374,99.9,mM,1,uM,100.8
TP0001071G02,01140262A,20374,99.9,mM,1,uM,100.8
TP0001055H09,01140264A,20634,100,mM,100.1,uM,86.6
TP0001064H09,01140264A,20634,100,mM,100.1,uM,86.6
TP0001059D07,01140266A,21485,100,mM,100,uM,114.1
TP0001068D07,01140266A,21485,100,mM,100,uM,114.1
TP0001060D10,01140268A,21986,100,mM,100,uM,95.6
TP0001069D10,01140268A,21986,100,mM,100,uM,95.6
TP0001055C07,01140270A,22527,100,mM,100.1,uM,88.1
TP0001064C07,01140270A,22527,100,mM,100.1,uM,88.1
TP0001054D03,01140272A,23541,99.9,mM,99.9,uM,99.4
TP0001063D03,01140272A,23541,99.9,mM,99.9,uM,99.4
TP0001056A05,01140274A,25096,99.9,mM,99.9,uM,98.5
TP0001065A05,01140274A,25096,99.9,mM,99.9,uM,98.5
TP0001055F06,01140276A,25293,100,mM,100.1,uM,90
TP0001064F06,01140276A,25293,100,mM,100.1,uM,90
TP0001060G12,01140278A,26691,100,mM,100.1,uM,92.5
TP0001069G12,01140278A,26691,100,mM,100.1,uM,92.5
TP0001058G11,01140280A,27131,99.9,mM,99.9,uM,101
TP0001067G11,01140280A,27131,99.9,mM,99.9,uM,101
TP0001056H02,01140282A,20498,100,mM,100,uM,111.2
TP0001065H02,01140282A,20498,100,mM,100,uM,111.2
TP0001056E06,01140284A,21238,100,mM,100,uM,97.4
TP0001065E06,01140284A,21238,100,mM,100,uM,97.4
TP0001057G11,01140286A,21947,100,mM,100,uM,94.1
TP0001066G11,01140286A,21947,100,mM,100,uM,94.1
TP0001060G02,01140288A,26031,99.9,mM,99.9,uM,96.3
TP0001069G02,01140288A,26031,99.9,mM,99.9,uM,96.3
TP0001055B11,01140290A,26684,100,mM,100.1,uM,88.1
TP0001064B11,01140290A,26684,100,mM,100.1,uM,88.1
TP0001054A01,01140292A,22422,100,mM,100,uM,99.8
TP0001063A01,01140292A,22422,100,mM,100,uM,99.8
TP0001058D04,01140294A,23645,99.9,mM,99.9,uM,94.3
TP0001067D04,01140294A,23645,99.9,mM,99.9,uM,94.3
TP0001060H04,01140296A,20943,100,mM,100,uM,100.9
TP0001069H04,01140296A,20943,100,mM,100,uM,100.9
TP0001055E02,01140298A,20528,99.9,mM,99.9,uM,74.2
TP0001064E02,01140298A,20528,99.9,mM,99.9,uM,74.2
TP0001054F01,01140300A,22174,100,mM,10,uM,117.4
TP0001063F01,01140300A,22174,100,mM,10,uM,117.4
TP0001057E05,01140302A,24052,100,mM,10.01,uM,109.8
TP0001066E05,01140302A,24052,100,mM,10.01,uM,109.8
TP0001057F12,01140304A,24157,100,mM,10,uM,107.9
TP0001066F12,01140304A,24157,100,mM,10,uM,107.9
TP0001055C04,01140306A,21946,100,mM,100,uM,87.1
TP0001064C04,01140306A,21946,100,mM,100,uM,87.1
TP0001054E11,01140308A,20699,100,mM,10,uM,105.3
TP0001063E11,01140308A,20699,100,mM,10,uM,105.3
TP0001056E09,01140310A,22370,100,mM,10,uM,107.7
TP0001065E09,01140310A,22370,100,mM,10,uM,107.7
TP0001061F12,01140312A,26029,100,mM,100.1,uM,92.3
TP0001070F12,01140312A,26029,100,mM,100.1,uM,92.3
TP0001056E05,01140314A,26900,99.9,mM,1,uM,108.4
TP0001065E05,01140314A,26900,99.9,mM,1,uM,108.4
TP0001060E04,01140316A,20040,100,mM,10,uM,104.3
TP0001069E04,01140316A,20040,100,mM,10,uM,104.3
TP0001056B04,01140318A,21358,99.9,mM,99.9,uM,96.3
TP0001065B04,01140318A,21358,99.9,mM,99.9,uM,96.3
TP0001056B03,01140320A,22442,100,mM,10,uM,104.3
TP0001065B03,01140320A,22442,100,mM,10,uM,104.3
TP0001057B09,01140322A,24836,99.9,mM,99.9,uM,90.8
TP0001066B09,01140322A,24836,99.9,mM,99.9,uM,90.8
TP0001058F04,01140324A,20332,100,mM,100.1,uM,90.5
TP0001067F04,01140324A,20332,100,mM,100.1,uM,90.5
TP0001054H06,01140326A,20770,100,mM,1,uM,100.8
TP0001063H06,01140326A,20770,100,mM,1,uM,100.8
TP0001058E11,01140328A,20856,99.9,mM,99.9,uM,97.8
TP0001067E11,01140328A,20856,99.9,mM,99.9,uM,97.8
TP0001054B12,01140330A,21419,100,mM,10,uM,106.5
TP0001063B12,01140330A,21419,100,mM,10,uM,106.5
TP0001055D02,01140332A,21940,99.9,mM,99.9,uM,77.7
TP0001064D02,01140332A,21940,99.9,mM,99.9,uM,77.7
TP0001054E08,01140334A,24081,93,mM,0.93,uM,104.3
TP0001063E08,01140334A,24081,100,mM,0.93,uM,104.3
TP0001057F08,01140336A,34287,99.9,mM,99.9,uM,91.6
TP0001066F08,01140336A,34287,99.9,mM,99.9,uM,91.6
TP0001060A05,01140338A,22000,100,mM,100,uM,108
TP0001069A05,01140338A,22000,100,mM,100,uM,108
TP0001061G12,01140340A,21185,99.9,mM,99.9,uM,95.1
TP0001070G12,01140340A,21185,99.9,mM,99.9,uM,95.1
TP0001056F11,01140342A,20576,100,mM,1,uM,107.9
TP0001065F11,01140342A,20576,100,mM,1,uM,107.9
TP0001058G09,01140344A,20480,100,mM,100.1,uM,99
TP0001067G09,01140344A,20480,100,mM,100.1,uM,99
TP0001055B02,01140346A,35152,100,mM,10,uM,104.2
TP0001064B02,01140346A,35152,100,mM,10,uM,104.2
TP0001059F02,01140348A,21164,100,mM,100.1,uM,93
TP0001068F02,01140348A,21164,100,mM,100.1,uM,93
TP0001059D02,01140350A,20617,100,mM,100,uM,93.5
TP0001068D02,01140350A,20617,100,mM,100,uM,93.5
TP0001054C04,01140352A,20221,99.9,mM,99.9,uM,92.1
TP0001063C04,01140352A,20221,99.9,mM,99.9,uM,92.1
TP0001055D05,01140354A,20068,20,mM,20,uM,88.5
TP0001064D05,01140354A,20068,20,mM,20,uM,88.5
TP0001059H03,01140356A,20006,100,mM,100,uM,107.4
TP0001068H03,01140356A,20006,100,mM,100,uM,107.4
TP0001055G02,01140358A,36299,100,mM,100,uM,76.9
TP0001064G02,01140358A,36299,100,mM,100,uM,76.9
TP0001054F12,01140360A,25438,100,mM,100,uM,85.5
TP0001063F12,01140360A,25438,100,mM,100,uM,85.5
TP0001059C07,01140362A,21455,99.9,mM,99.9,uM,112.6
TP0001068C07,01140362A,21455,99.9,mM,99.9,uM,112.6
TP0001055F02,01140364A,25068,99.9,mM,99.9,uM,74.1
TP0001064F02,01140364A,25068,99.9,mM,99.9,uM,74.1
TP0001060G10,01140366A,24436,99.9,mM,99.9,uM,95
TP0001069G10,01140366A,24436,99.9,mM,99.9,uM,95
TP0001057E02,01140368A,25152,100,mM,100,uM,95.5
TP0001066E02,01140368A,25152,100,mM,100,uM,95.5
TP0001055D09,01140370A,21866,99.9,mM,99.9,uM,96.5
TP0001064D09,01140370A,21866,99.9,mM,99.9,uM,96.5
TP0001059G09,01140372A,20161,100,mM,100,uM,94.2
TP0001068G09,01140372A,20161,100,mM,100,uM,94.2
TP0001059C01,01140374A,33058,99.9,mM,99.9,uM,96.6
TP0001068C01,01140374A,33058,99.9,mM,99.9,uM,96.6
TP0001057H09,01140376A,26214,100,mM,10.01,uM,38.8
TP0001066H09,01140376A,26214,100,mM,10.01,uM,38.8
TP0001061B11,01140378A,22731,99.9,mM,99.9,uM,93.7
TP0001070B11,01140378A,22731,99.9,mM,99.9,uM,93.7
TP0001060G11,01140380A,27593,100,mM,100,uM,76.6
TP0001069G11,01140380A,27593,100,mM,100,uM,76.6
TP0001061C06,01140382A,26081,100,mM,10.01,uM,101.5
TP0001070C06,01140382A,26081,100,mM,10.01,uM,101.5
TP0001056E04,01140384A,28666,100,mM,100,uM,92.2
TP0001065E04,01140384A,28666,100,mM,100,uM,92.2
TP0001059B06,01140386A,27041,100,mM,100.1,uM,80.6
TP0001068B06,01140386A,27041,100,mM,100.1,uM,80.6
TP0001060C04,01140388A,20807,100,mM,100,uM,88.6
TP0001069C04,01140388A,20807,100,mM,100,uM,88.6
TP0001058D02,01140390A,21414,100,mM,10,uM,102.2
TP0001067D02,01140390A,21414,100,mM,10,uM,102.2
TP0001062E03,01140392A,20371,100,mM,100.1,uM,94.1
TP0001071E03,01140392A,20371,100,mM,100.1,uM,94.1
TP0001054A03,01140394A,27270,50,mM,50,uM,107
TP0001063A03,01140394A,27270,50,mM,50,uM,107
TP0001061D09,01140396A,26889,99.9,mM,99.9,uM,97.3
TP0001070D09,01140396A,26889,99.9,mM,99.9,uM,97.3
TP0001058H04,01140398A,26224,100,mM,100,uM,97.1
TP0001067H04,01140398A,26224,100,mM,100,uM,97.1
TP0001060F01,01140400A,20654,99.9,mM,99.9,uM,93.3
TP0001069F01,01140400A,20654,99.9,mM,99.9,uM,93.3
TP0001058D05,01140402A,21195,100,mM,100,uM,97.2
TP0001067D05,01140402A,21195,100,mM,100,uM,97.2
TP0001058E01,01140404A,21411,99.9,mM,99.9,uM,98
TP0001067E01,01140404A,21411,99.9,mM,99.9,uM,98
TP0001059H09,01140406A,21440,100,mM,100.1,uM,95.9
TP0001068H09,01140406A,21440,100,mM,100.1,uM,95.9
TP0001061E09,01140408A,21798,99.9,mM,99.9,uM,94.1
TP0001070E09,01140408A,21798,99.9,mM,99.9,uM,94.1
TP0001061H04,01140410A,21969,100,mM,100.1,uM,91.4
TP0001070H04,01140410A,21969,100,mM,100.1,uM,91.4
TP0001058F11,01140412A,24699,99.9,mM,9.99,uM,95.7
TP0001067F11,01140412A,24699,99.9,mM,9.99,uM,95.7
TP0001058C06,01140414A,25017,100,mM,10,uM,104.4
TP0001067C06,01140414A,25017,100,mM,10,uM,104.4
TP0001062H02,01140416A,25607,99.9,mM,99.9,uM,93.6
TP0001071H02,01140416A,25607,99.9,mM,99.9,uM,93.6
TP0001060C10,01140418A,29871,49.9,mM,0.5,uM,129.8
TP0001069C10,01140418A,29871,49.9,mM,0.5,uM,129.8
TP0001056E03,01140420A,26665,100,mM,100,uM,98.8
TP0001065E03,01140420A,26665,100,mM,100,uM,98.8
TP0001062A01,01140422A,36690,99.9,mM,99.9,uM,100.3
TP0001071A01,01140422A,36690,99.9,mM,99.9,uM,100.3
TP0001056D01,01140424A,20311,99.9,mM,99.9,uM,95.9
TP0001065D01,01140424A,20311,99.9,mM,99.9,uM,95.9
TP0001055C11,01140426A,21311,99.9,mM,99.9,uM,99.5
TP0001064C11,01140426A,21311,99.9,mM,99.9,uM,99.5
TP0001055F10,01140428A,24097,100,mM,100.1,uM,94.9
TP0001064F10,01140428A,24097,100,mM,100.1,uM,94.9
TP0001061A04,01140430A,24368,100,mM,100,uM,96.1
TP0001070A04,01140430A,24368,100,mM,100,uM,96.1
TP0001060D09,01140432A,26262,100,mM,1,uM,110.7
TP0001069D09,01140432A,26262,100,mM,1,uM,110.7
TP0001058F05,01140434A,26918,99.9,mM,99.9,uM,91.7
TP0001067F05,01140434A,26918,99.9,mM,99.9,uM,91.7
TP0001056B11,01140436A,42209,99.9,mM,99.9,uM,96.4
TP0001065B11,01140436A,42209,99.9,mM,99.9,uM,96.4
TP0001060F02,01140438A,25110,100,mM,100.1,uM,88.4
TP0001069F02,01140438A,25110,100,mM,100.1,uM,88.4
TP0001060H03,01140440A,27955,100,mM,100,uM,98.3
TP0001069H03,01140440A,27955,100,mM,100,uM,98.3
TP0001058E02,01140442A,21456,50,mM,50,uM,103.8
TP0001067E02,01140442A,21456,50,mM,50,uM,103.8
TP0001054F07,01140444A,23581,100,mM,10.01,uM,98.6
TP0001063F07,01140444A,23581,100,mM,10.01,uM,98.6
TP0001056A10,01140446A,32620,50,mM,50,uM,115.1
TP0001065A10,01140446A,32620,50,mM,50,uM,115.1
TP0001055G09,01140448A,37712,99.9,mM,1,uM,112.6
TP0001064G09,01140448A,37712,99.9,mM,1,uM,112.6
TP0001056E12,01140450A,40742,50,mM,50,uM,95.8
TP0001065E12,01140450A,40742,50,mM,50,uM,95.8
TP0001054F11,01140452A,38939,99.9,mM,9.99,uM,100.2
TP0001063F11,01140452A,38939,99.9,mM,9.99,uM,100.2
TP0001060C12,01140454A,21653,99.9,mM,99.9,uM,91.3
TP0001069C12,01140454A,21653,99.9,mM,99.9,uM,91.3
TP0001056C05,01140456A,21832,100,mM,100,uM,97.3
TP0001065C05,01140456A,21832,100,mM,100,uM,97.3
TP0001055E06,01140458A,22049,100,mM,100,uM,96.5
TP0001064E06,01140458A,22049,100,mM,100,uM,96.5
TP0001055B10,01140460A,21288,100,mM,100,uM,96.4
TP0001064B10,01140460A,21288,100,mM,100,uM,96.4
TP0001055H06,01140462A,21237,100,mM,1,uM,97
TP0001064H06,01140462A,21237,100,mM,1,uM,97
TP0001055C02,01140464A,22817,50,mM,50,uM,73.5
TP0001064C02,01140464A,22817,50,mM,50,uM,73.5
TP0001054H08,01140466A,24999,100,mM,100.1,uM,90.7
TP0001063H08,01140466A,24999,100,mM,100.1,uM,90.7
TP0001057A06,01140468A,26926,100,mM,100.1,uM,102.4
TP0001066A06,01140468A,26926,100,mM,100.1,uM,102.4
TP0001062D01,01140470A,27034,100,mM,100,uM,107.4
TP0001071D01,01140470A,27034,100,mM,100,uM,107.4
TP0001060B04,01140472A,32004,100,mM,10,uM,96.7
TP0001069B04,01140472A,32004,100,mM,10,uM,96.7
TP0001060E08,01140474A,34187,20,mM,0.2,uM,111
TP0001069E08,01140474A,34187,20,mM,0.2,uM,111
TP0001061H11,01140476A,27494,100,mM,100,uM,75.9
TP0001070H11,01140476A,27494,100,mM,100,uM,75.9
TP0001060D11,01140478A,20930,100,mM,100,uM,95.6
TP0001069D11,01140478A,20930,100,mM,100,uM,95.6
TP0001061C08,01140480A,21464,50,mM,0.5,uM,100.2
TP0001070C08,01140480A,21464,99.9,mM,0.5,uM,100.2
TP0001059G07,01140482A,21952,100,mM,10.01,uM,113.2
TP0001068G07,01140482A,21952,100,mM,10.01,uM,113.2
TP0001060C06,01140484A,24376,100,mM,100,uM,94.1
TP0001069C06,01140484A,24376,100,mM,100,uM,94.1
TP0001054F05,01140486A,20268,100,mM,100,uM,84.1
TP0001063F05,01140486A,20268,100,mM,100,uM,84.1
TP0001057B12,01140488A,20373,100,mM,1,uM,111.6
TP0001066B12,01140488A,20373,100,mM,1,uM,111.6
TP0001060E07,01140490A,20402,100,mM,100,uM,91.3
TP0001069E07,01140490A,20402,100,mM,100,uM,91.3
TP0001059H06,01140492A,20663,100,mM,100.1,uM,104.2
TP0001068H06,01140492A,20663,100,mM,100.1,uM,104.2
TP0001058A07,01140494A,20027,99.9,mM,99.9,uM,90.6
TP0001067A07,01140494A,20027,99.9,mM,99.9,uM,90.6
TP0001054G07,01140496A,20108,100,mM,100.1,uM,85.6
TP0001063G07,01140496A,20108,100,mM,100.1,uM,85.6
TP0001061A10,01140498A,40788,100,mM,100,uM,95.6
TP0001070A10,01140498A,40788,100,mM,100,uM,95.6
TP0001060D06,01140500A,47338,99.9,mM,99.9,uM,82.3
TP0001069D06,01140500A,47338,99.9,mM,99.9,uM,82.3
TP0001057E03,01140502A,47371,100,mM,1,uM,108.2
TP0001066E03,01140502A,47371,100,mM,1,uM,108.2
TP0001054G02,01140504A,47360,99.9,mM,1,uM,104.6
TP0001063G02,01140504A,47360,99.9,mM,1,uM,104.6
TP0001057B03,01140506A,47342,100,mM,1,uM,116.6
TP0001066B03,01140506A,47342,100,mM,1,uM,116.6
TP0001061H01,01140508A,47374,100,mM,100.1,uM,122.6
TP0001070H01,01140508A,47374,100,mM,100.1,uM,122.6
TP0001060F09,01140510A,47355,50,mM,50,uM,83.3
TP0001069F09,01140510A,47355,50,mM,50,uM,83.3
TP0001060D01,01140512A,47334,100,mM,10,uM,78.2
TP0001069D01,01140512A,47334,100,mM,10,uM,78.2
TP0001061E11,01140514A,47348,100,mM,1,uM,105.3
