spid,spid_legacy,chid,stkc,stkc_unit,tested_conc_unit,CONC1,CONC2,CONC3,CONC4,CONC5,CONC6,CONC1_MTT,CONC2_MTT,CONC3_MTT,CONC4_MTT,CONC5_MTT,CONC6_MTT
T05_1C07,TX006174,47283,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,96.91,94.86,97.53,105.35,106.17,99.59
TP0000397A07,TX006174,47283,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,96.91,94.86,97.53,105.35,106.17,99.59
TP0000447A07,TX006174,47283,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,96.91,94.86,97.53,105.35,106.17,99.59
TP0000448A07,TX006174,47283,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,96.91,94.86,97.53,105.35,106.17,99.59
TP0000460C04,TX006174,47283,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,96.91,94.86,97.53,105.35,106.17,99.59
TP0000496A11,TX006174,47283,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,96.91,94.86,97.53,105.35,106.17,99.59
TP0000817B01,TX006174,47283,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,96.91,94.86,97.53,105.35,106.17,99.59
TP0000902C01,TX006174,47283,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,96.91,94.86,97.53,105.35,106.17,99.59
TP0000956G02,TX006174,47283,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,96.91,94.86,97.53,105.35,106.17,99.59
TP0000970G02,TX006174,47283,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,96.91,94.86,97.53,105.35,106.17,99.59
TP0000982G02,TX006174,47283,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,96.91,94.86,97.53,105.35,106.17,99.59
TP0001054E06,TX006174,47283,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,96.91,94.86,97.53,105.35,106.17,99.59
TP0001063E06,TX006174,47283,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,96.91,94.86,97.53,105.35,106.17,99.59
TP0001206K13,TX006174,47283,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,96.91,94.86,97.53,105.35,106.17,99.59
TP0001293D01,TX006174,47283,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,96.91,94.86,97.53,105.35,106.17,99.59
T05_1D01,TX006180,47289,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,87.68,90.04,95.35,91.37,98.38,94.61
TP0000397B05,TX006180,47289,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,87.68,90.04,95.35,91.37,98.38,94.61
TP0000447B05,TX006180,47289,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,87.68,90.04,95.35,91.37,98.38,94.61
TP0000448B05,TX006180,47289,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,87.68,90.04,95.35,91.37,98.38,94.61
TP0000460D02,TX006180,47289,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,87.68,90.04,95.35,91.37,98.38,94.61
TP0000495A04,TX006180,47289,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,87.68,90.04,95.35,91.37,98.38,94.61
TP0000820F03,TX006180,47289,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,87.68,90.04,95.35,91.37,98.38,94.61
TP0000900D08,TX006180,47289,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,87.68,90.04,95.35,91.37,98.38,94.61
TP0000957C08,TX006180,47289,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,87.68,90.04,95.35,91.37,98.38,94.61
TP0000971C08,TX006180,47289,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,87.68,90.04,95.35,91.37,98.38,94.61
TP0000983C08,TX006180,47289,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,87.68,90.04,95.35,91.37,98.38,94.61
TP0001058H02,TX006180,47289,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,87.68,90.04,95.35,91.37,98.38,94.61
TP0001067H02,TX006180,47289,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,87.68,90.04,95.35,91.37,98.38,94.61
TP0001208N03,TX006180,47289,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,87.68,90.04,95.35,91.37,98.38,94.61
TP0001291E07,TX006180,47289,10,mM,uM,20,6.67,2.22,0.74,0.25,0.08,87.68,90.04,95.35,91.37,98.38,94.61
T05_1E05,TX006198,47309,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,92.27,104.99,102.91,99.46,96.16,98.81
TP0000397G03,TX006198,47309,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,92.27,104.99,102.91,99.46,96.16,98.81
TP0000447G03,TX006198,47309,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,92.27,104.99,102.91,99.46,96.16,98.81
TP0000448G03,TX006198,47309,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,92.27,104.99,102.91,99.46,96.16,98.81
TP0000460A01,TX006198,47309,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,92.27,104.99,102.91,99.46,96.16,98.81
TP0000494A02,TX006198,47309,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,92.27,104.99,102.91,99.46,96.16,98.81
TP0000819F08,TX006198,47309,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,92.27,104.99,102.91,99.46,96.16,98.81
TP0000846A02,TX006198,47309,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,92.27,104.99,102.91,99.46,96.16,98.81
TP0000881C02,TX006198,47309,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,92.27,104.99,102.91,99.46,96.16,98.81
TP0000957D06,TX006198,47309,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,92.27,104.99,102.91,99.46,96.16,98.81
TP0000971D06,TX006198,47309,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,92.27,104.99,102.91,99.46,96.16,98.81
TP0000983D06,TX006198,47309,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,92.27,104.99,102.91,99.46,96.16,98.81
TP0001058A10,TX006198,47309,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,92.27,104.99,102.91,99.46,96.16,98.81
TP0001067A10,TX006198,47309,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,92.27,104.99,102.91,99.46,96.16,98.81
TP0001207D06,TX006198,47309,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,92.27,104.99,102.91,99.46,96.16,98.81
TP0001292E10,TX006198,47309,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,92.27,104.99,102.91,99.46,96.16,98.81
TP0000268F10,TX006202,47325,9.3,mM,uM,9.3,3.1,1.03,0.34,0.11,0.04,84.82,91.86,102.48,95.21,98.9,97.86
TP0000294F10,TX006202,47325,9.3,mM,uM,9.3,3.1,1.03,0.34,0.11,0.04,84.82,91.86,102.48,95.21,98.9,97.86
TP0000328A04,TX006202,47325,9.3,mM,uM,9.3,3.1,1.03,0.34,0.11,0.04,84.82,91.86,102.48,95.21,98.9,97.86
TP0000348A06,TX006202,47325,9.3,mM,uM,9.3,3.1,1.03,0.34,0.11,0.04,84.82,91.86,102.48,95.21,98.9,97.86
TP0000377F10,TX006202,47325,9.3,mM,uM,9.3,3.1,1.03,0.34,0.11,0.04,84.82,91.86,102.48,95.21,98.9,97.86
TP0000379F04,TX006202,47325,9.3,mM,uM,9.3,3.1,1.03,0.34,0.11,0.04,84.82,91.86,102.48,95.21,98.9,97.86
TP0000824F09,TX006202,47325,9.3,mM,uM,9.3,3.1,1.03,0.34,0.11,0.04,84.82,91.86,102.48,95.21,98.9,97.86
TP0000901F06,TX006202,47325,9.3,mM,uM,9.3,3.1,1.03,0.34,0.11,0.04,84.82,91.86,102.48,95.21,98.9,97.86
TP0000957F11,TX006202,47325,9.3,mM,uM,9.3,3.1,1.03,0.34,0.11,0.04,84.82,91.86,102.48,95.21,98.9,97.86
TP0000971F11,TX006202,47325,9.3,mM,uM,9.3,3.1,1.03,0.34,0.11,0.04,84.82,91.86,102.48,95.21,98.9,97.86
TP0000983F11,TX006202,47325,9.3,mM,uM,9.3,3.1,1.03,0.34,0.11,0.04,84.82,91.86,102.48,95.21,98.9,97.86
TP0001062G03,TX006202,47325,9.3,mM,uM,9.3,3.1,1.03,0.34,0.11,0.04,84.82,91.86,102.48,95.21,98.9,97.86
TP0001071G03,TX006202,47325,9.3,mM,uM,9.3,3.1,1.03,0.34,0.11,0.04,84.82,91.86,102.48,95.21,98.9,97.86
TP0001208B05,TX006202,47325,9.3,mM,uM,9.3,3.1,1.03,0.34,0.11,0.04,84.82,91.86,102.48,95.21,98.9,97.86
TP0001293G05,TX006202,47325,9.3,mM,uM,9.3,3.1,1.03,0.34,0.11,0.04,84.82,91.86,102.48,95.21,98.9,97.86
T05_1E09,TX006203,47311,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,79.36,84.68,95.19,99.78,98.76,107.15
TP0000268G05,TX006203,47311,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,79.36,84.68,95.19,99.78,98.76,107.15
TP0000294G05,TX006203,47311,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,79.36,84.68,95.19,99.78,98.76,107.15
TP0000323A11,TX006203,47311,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,79.36,84.68,95.19,99.78,98.76,107.15
TP0000377G05,TX006203,47311,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,79.36,84.68,95.19,99.78,98.76,107.15
TP0000378G05,TX006203,47311,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,79.36,84.68,95.19,99.78,98.76,107.15
TP0000818E03,TX006203,47311,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,79.36,84.68,95.19,99.78,98.76,107.15
TP0000881A12,TX006203,47311,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,79.36,84.68,95.19,99.78,98.76,107.15
TP0000958D10,TX006203,47311,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,79.36,84.68,95.19,99.78,98.76,107.15
TP0000972D10,TX006203,47311,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,79.36,84.68,95.19,99.78,98.76,107.15
TP0000984D10,TX006203,47311,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,79.36,84.68,95.19,99.78,98.76,107.15
TP0001057F07,TX006203,47311,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,79.36,84.68,95.19,99.78,98.76,107.15
TP0001066F07,TX006203,47311,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,79.36,84.68,95.19,99.78,98.76,107.15
TP0001208C04,TX006203,47311,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,79.36,84.68,95.19,99.78,98.76,107.15
TP0001290F09,TX006203,47311,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,79.36,84.68,95.19,99.78,98.76,107.15
T05_1E10,TX006204,47322,18.4,mM,uM,1.84,0.61,0.2,0.07,0.02,0.01,116.01,112.36,113.33,100.91,98.23,100.55
TP0000268A01,TX006204,47322,18.4,mM,uM,1.84,0.61,0.2,0.07,0.02,0.01,116.01,112.36,113.33,100.91,98.23,100.55
TP0000294A01,TX006204,47322,18.4,mM,uM,1.84,0.61,0.2,0.07,0.02,0.01,116.01,112.36,113.33,100.91,98.23,100.55
TP0000319A09,TX006204,47322,18.4,mM,uM,1.84,0.61,0.2,0.07,0.02,0.01,116.01,112.36,113.33,100.91,98.23,100.55
TP0000377A01,TX006204,47322,18.4,mM,uM,1.84,0.61,0.2,0.07,0.02,0.01,116.01,112.36,113.33,100.91,98.23,100.55
TP0000378A01,TX006204,47322,18.4,mM,uM,1.84,0.61,0.2,0.07,0.02,0.01,116.01,112.36,113.33,100.91,98.23,100.55
TP0000817D11,TX006204,47322,18.4,mM,uM,1.84,0.61,0.2,0.07,0.02,0.01,116.01,112.36,113.33,100.91,98.23,100.55
TP0000900F11,TX006204,47322,18.4,mM,uM,1.84,0.61,0.2,0.07,0.02,0.01,116.01,112.36,113.33,100.91,98.23,100.55
TP0000960G06,TX006204,47322,18.4,mM,uM,1.84,0.61,0.2,0.07,0.02,0.01,116.01,112.36,113.33,100.91,98.23,100.55
TP0000986B06,TX006204,47322,18.4,mM,uM,1.84,0.61,0.2,0.07,0.02,0.01,116.01,112.36,113.33,100.91,98.23,100.55
TP0000987B06,TX006204,47322,18.4,mM,uM,1.84,0.61,0.2,0.07,0.02,0.01,116.01,112.36,113.33,100.91,98.23,100.55
TP0001061C02,TX006204,47322,18.4,mM,uM,1.84,0.61,0.2,0.07,0.02,0.01,116.01,112.36,113.33,100.91,98.23,100.55
TP0001070C02,TX006204,47322,18.4,mM,uM,1.84,0.61,0.2,0.07,0.02,0.01,116.01,112.36,113.33,100.91,98.23,100.55
TP0001206N16,TX006204,47322,18.4,mM,uM,1.84,0.61,0.2,0.07,0.02,0.01,116.01,112.36,113.33,100.91,98.23,100.55
TP0001292H12,TX006204,47322,18.4,mM,uM,1.84,0.61,0.2,0.07,0.02,0.01,116.01,112.36,113.33,100.91,98.23,100.55
T05_2A07,TX006218,47341,5,mM,uM,5,1.67,0.56,0.19,0.06,0.02,83.81,92.21,94.13,92.56,92.21,98.9
TP0000268F09,TX006218,47341,5,mM,uM,5,1.67,0.56,0.19,0.06,0.02,83.81,92.21,94.13,92.56,92.21,98.9
TP0000294F09,TX006218,47341,5,mM,uM,5,1.67,0.56,0.19,0.06,0.02,83.81,92.21,94.13,92.56,92.21,98.9
TP0000327A05,TX006218,47341,5,mM,uM,5,1.67,0.56,0.19,0.06,0.02,83.81,92.21,94.13,92.56,92.21,98.9
TP0000377F09,TX006218,47341,5,mM,uM,5,1.67,0.56,0.19,0.06,0.02,83.81,92.21,94.13,92.56,92.21,98.9
TP0000379F03,TX006218,47341,5,mM,uM,5,1.67,0.56,0.19,0.06,0.02,83.81,92.21,94.13,92.56,92.21,98.9
TP0000817D07,TX006218,47341,5,mM,uM,5,1.67,0.56,0.19,0.06,0.02,83.81,92.21,94.13,92.56,92.21,98.9
TP0000900B06,TX006218,47341,5,mM,uM,5,1.67,0.56,0.19,0.06,0.02,83.81,92.21,94.13,92.56,92.21,98.9
TP0000960H07,TX006218,47341,5,mM,uM,5,1.67,0.56,0.19,0.06,0.02,83.81,92.21,94.13,92.56,92.21,98.9
TP0000986D09,TX006218,47341,5,mM,uM,5,1.67,0.56,0.19,0.06,0.02,83.81,92.21,94.13,92.56,92.21,98.9
TP0000987D09,TX006218,47341,5,mM,uM,5,1.67,0.56,0.19,0.06,0.02,83.81,92.21,94.13,92.56,92.21,98.9
TP0001058A02,TX006218,47341,5,mM,uM,5,1.67,0.56,0.19,0.06,0.02,83.81,92.21,94.13,92.56,92.21,98.9
TP0001067A02,TX006218,47341,5,mM,uM,5,1.67,0.56,0.19,0.06,0.02,83.81,92.21,94.13,92.56,92.21,98.9
TP0001207O07,TX006218,47341,5,mM,uM,5,1.67,0.56,0.19,0.06,0.02,83.81,92.21,94.13,92.56,92.21,98.9
TP0001290H02,TX006218,47341,5,mM,uM,5,1.67,0.56,0.19,0.06,0.02,83.81,92.21,94.13,92.56,92.21,98.9
T05_2B07,TX006230,47358,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,72.12,94.87,88.21,91.33,93.13,97.71
TP0000268C09,TX006230,47358,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,72.12,94.87,88.21,91.33,93.13,97.71
TP0000294C09,TX006230,47358,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,72.12,94.87,88.21,91.33,93.13,97.71
TP0000327A02,TX006230,47358,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,72.12,94.87,88.21,91.33,93.13,97.71
TP0000377C09,TX006230,47358,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,72.12,94.87,88.21,91.33,93.13,97.71
TP0000379C03,TX006230,47358,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,72.12,94.87,88.21,91.33,93.13,97.71
TP0000823C03,TX006230,47358,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,72.12,94.87,88.21,91.33,93.13,97.71
TP0000902H04,TX006230,47358,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,72.12,94.87,88.21,91.33,93.13,97.71
TP0000958H02,TX006230,47358,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,72.12,94.87,88.21,91.33,93.13,97.71
TP0000972H02,TX006230,47358,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,72.12,94.87,88.21,91.33,93.13,97.71
TP0000984H02,TX006230,47358,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,72.12,94.87,88.21,91.33,93.13,97.71
TP0001057C02,TX006230,47358,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,72.12,94.87,88.21,91.33,93.13,97.71
TP0001066C02,TX006230,47358,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,72.12,94.87,88.21,91.33,93.13,97.71
TP0001206K09,TX006230,47358,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,72.12,94.87,88.21,91.33,93.13,97.71
TP0001290F02,TX006230,47358,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,72.12,94.87,88.21,91.33,93.13,97.71
T05_2D04,TX006251,47389,20,mM,uM,18.7,6.23,2.08,0.69,0.23,0.08,111.09,102.46,83.2,86.67,97.98,89.36
TP0000268G02,TX006251,47389,18.7,mM,uM,18.7,6.23,2.08,0.69,0.23,0.08,111.09,102.46,83.2,86.67,97.98,89.36
TP0000294G02,TX006251,47389,18.7,mM,uM,18.7,6.23,2.08,0.69,0.23,0.08,111.09,102.46,83.2,86.67,97.98,89.36
TP0000321A04,TX006251,47389,18.7,mM,uM,18.7,6.23,2.08,0.69,0.23,0.08,111.09,102.46,83.2,86.67,97.98,89.36
TP0000377G02,TX006251,47389,18.7,mM,uM,18.7,6.23,2.08,0.69,0.23,0.08,111.09,102.46,83.2,86.67,97.98,89.36
TP0000378G02,TX006251,47389,18.7,mM,uM,18.7,6.23,2.08,0.69,0.23,0.08,111.09,102.46,83.2,86.67,97.98,89.36
TP0000822H12,TX006251,47389,18.7,mM,uM,18.7,6.23,2.08,0.69,0.23,0.08,111.09,102.46,83.2,86.67,97.98,89.36
TP0000903B11,TX006251,47389,18.7,mM,uM,18.7,6.23,2.08,0.69,0.23,0.08,111.09,102.46,83.2,86.67,97.98,89.36
TP0000955A08,TX006251,47389,18.7,mM,uM,18.7,6.23,2.08,0.69,0.23,0.08,111.09,102.46,83.2,86.67,97.98,89.36
TP0000969A08,TX006251,47389,18.7,mM,uM,18.7,6.23,2.08,0.69,0.23,0.08,111.09,102.46,83.2,86.67,97.98,89.36
TP0000981A08,TX006251,47389,18.7,mM,uM,18.7,6.23,2.08,0.69,0.23,0.08,111.09,102.46,83.2,86.67,97.98,89.36
TP0001061D06,TX006251,47389,18.7,mM,uM,18.7,6.23,2.08,0.69,0.23,0.08,111.09,102.46,83.2,86.67,97.98,89.36
TP0001070D06,TX006251,47389,18.7,mM,uM,18.7,6.23,2.08,0.69,0.23,0.08,111.09,102.46,83.2,86.67,97.98,89.36
TP0001207G17,TX006251,47389,18.7,mM,uM,18.7,6.23,2.08,0.69,0.23,0.08,111.09,102.46,83.2,86.67,97.98,89.36
TP0001290H06,TX006251,47389,18.7,mM,uM,18.7,6.23,2.08,0.69,0.23,0.08,111.09,102.46,83.2,86.67,97.98,89.36
T05_2D09,TX006256,47337,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,97.06,100.63,102.31,98.95,93.7,112.82
TP0000268C08,TX006256,47337,19.2,mM,uM,20,6.67,2.22,0.74,0.25,0.08,97.06,100.63,102.31,98.95,93.7,112.82
TP0000294C08,TX006256,47337,19.2,mM,uM,20,6.67,2.22,0.74,0.25,0.08,97.06,100.63,102.31,98.95,93.7,112.82
TP0000326A03,TX006256,47337,19.2,mM,uM,20,6.67,2.22,0.74,0.25,0.08,97.06,100.63,102.31,98.95,93.7,112.82
TP0000377C08,TX006256,47337,19.2,mM,uM,20,6.67,2.22,0.74,0.25,0.08,97.06,100.63,102.31,98.95,93.7,112.82
TP0000379C02,TX006256,47337,19.2,mM,uM,20,6.67,2.22,0.74,0.25,0.08,97.06,100.63,102.31,98.95,93.7,112.82
TP0000696A09,TX006256,47337,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,97.06,100.63,102.31,98.95,93.7,112.82
TP0000820E12,TX006256,47337,19.2,mM,uM,20,6.67,2.22,0.74,0.25,0.08,97.06,100.63,102.31,98.95,93.7,112.82
TP0000900D04,TX006256,47337,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,97.06,100.63,102.31,98.95,93.7,112.82
TP0000960D09,TX006256,47337,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,97.06,100.63,102.31,98.95,93.7,112.82
TP0000986C08,TX006256,47337,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,97.06,100.63,102.31,98.95,93.7,112.82
TP0000987C08,TX006256,47337,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,97.06,100.63,102.31,98.95,93.7,112.82
TP0001054G12,TX006256,47337,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,97.06,100.63,102.31,98.95,93.7,112.82
TP0001063G12,TX006256,47337,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,97.06,100.63,102.31,98.95,93.7,112.82
TP0001207E20,TX006256,47337,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,97.06,100.63,102.31,98.95,93.7,112.82
TP0001290E09,TX006256,47337,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,97.06,100.63,102.31,98.95,93.7,112.82
TP0000270B08,TX006299,29879,20,mM,uM,2,0.67,0.22,0.07,0.02,0.01,104.67,96.06,92.78,95.04,101.09,100.8
TP0000306B08,TX006299,29879,20,mM,uM,2,0.67,0.22,0.07,0.02,0.01,104.67,96.06,92.78,95.04,101.09,100.8
TP0000307B08,TX006299,29879,20,mM,uM,2,0.67,0.22,0.07,0.02,0.01,104.67,96.06,92.78,95.04,101.09,100.8
TP0000347A05,TX006299,29879,20,mM,uM,2,0.67,0.22,0.07,0.02,0.01,104.67,96.06,92.78,95.04,101.09,100.8
TP0000391B08,TX006299,29879,20,mM,uM,2,0.67,0.22,0.07,0.02,0.01,104.67,96.06,92.78,95.04,101.09,100.8
TP0000393B02,TX006299,29879,20,mM,uM,2,0.67,0.22,0.07,0.02,0.01,104.67,96.06,92.78,95.04,101.09,100.8
TP0000684A08,TX006299,29879,20,mM,uM,2,0.67,0.22,0.07,0.02,0.01,104.67,96.06,92.78,95.04,101.09,100.8
TP0000824G09,TX006299,29879,20,mM,uM,2,0.67,0.22,0.07,0.02,0.01,104.67,96.06,92.78,95.04,101.09,100.8
TP0000829A01,TX006299,29879,20,mM,uM,2,0.67,0.22,0.07,0.02,0.01,104.67,96.06,92.78,95.04,101.09,100.8
TP0000904E11,TX006299,29879,20,mM,uM,2,0.67,0.22,0.07,0.02,0.01,104.67,96.06,92.78,95.04,101.09,100.8
TP0000955C09,TX006299,29879,20,mM,uM,2,0.67,0.22,0.07,0.02,0.01,104.67,96.06,92.78,95.04,101.09,100.8
TP0000969C09,TX006299,29879,20,mM,uM,2,0.67,0.22,0.07,0.02,0.01,104.67,96.06,92.78,95.04,101.09,100.8
TP0000981C09,TX006299,29879,20,mM,uM,2,0.67,0.22,0.07,0.02,0.01,104.67,96.06,92.78,95.04,101.09,100.8
TP0001066F01,TX006299,29879,20,mM,uM,2,0.67,0.22,0.07,0.02,0.01,104.67,96.06,92.78,95.04,101.09,100.8
TP0001119H07,TX006299,29879,20,mM,uM,2,0.67,0.22,0.07,0.02,0.01,104.67,96.06,92.78,95.04,101.09,100.8
TP0001206A06,TX006299,29879,20,mM,uM,2,0.67,0.22,0.07,0.02,0.01,104.67,96.06,92.78,95.04,101.09,100.8
TP0000270D07,TX006301,20784,19.9,mM,uM,20,6.67,2.22,0.74,0.25,0.08,93.37,92.89,101.2,94.16,108.39,105.04
TP0000306D07,TX006301,20784,19.9,mM,uM,20,6.67,2.22,0.74,0.25,0.08,93.37,92.89,101.2,94.16,108.39,105.04
TP0000307D07,TX006301,20784,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,93.37,92.89,101.2,94.16,108.39,105.04
TP0000346A09,TX006301,20784,19.9,mM,uM,20,6.67,2.22,0.74,0.25,0.08,93.37,92.89,101.2,94.16,108.39,105.04
TP0000391D07,TX006301,20784,19.9,mM,uM,20,6.67,2.22,0.74,0.25,0.08,93.37,92.89,101.2,94.16,108.39,105.04
TP0000393D01,TX006301,20784,19.9,mM,uM,20,6.67,2.22,0.74,0.25,0.08,93.37,92.89,101.2,94.16,108.39,105.04
TP0000697A10,TX006301,20784,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,93.37,92.89,101.2,94.16,108.39,105.04
TP0000819E11,TX006301,20784,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,93.37,92.89,101.2,94.16,108.39,105.04
TP0000881H11,TX006301,20784,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,93.37,92.89,101.2,94.16,108.39,105.04
TP0000957F10,TX006301,20784,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,93.37,92.89,101.2,94.16,108.39,105.04
TP0000971F10,TX006301,20784,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,93.37,92.89,101.2,94.16,108.39,105.04
TP0000983F10,TX006301,20784,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,93.37,92.89,101.2,94.16,108.39,105.04
TP0001056H12,TX006301,20784,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,93.37,92.89,101.2,94.16,108.39,105.04
TP0001065H12,TX006301,20784,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,93.37,92.89,101.2,94.16,108.39,105.04
TP0001290D09,TX006301,20784,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,93.37,92.89,101.2,94.16,108.39,105.04
TP0000270C02,TX006305,47525,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,92.93,92.86,94.63,100.35,95.76,95.9
TP0000306C02,TX006305,47525,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,92.93,92.86,94.63,100.35,95.76,95.9
TP0000307C02,TX006305,47525,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,92.93,92.86,94.63,100.35,95.76,95.9
TP0000342A03,TX006305,47525,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,92.93,92.86,94.63,100.35,95.76,95.9
TP0000391C02,TX006305,47525,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,92.93,92.86,94.63,100.35,95.76,95.9
TP0000392C02,TX006305,47525,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,92.93,92.86,94.63,100.35,95.76,95.9
TP0000694A02,TX006305,47525,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,92.93,92.86,94.63,100.35,95.76,95.9
TP0000816D11,TX006305,47525,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,92.93,92.86,94.63,100.35,95.76,95.9
TP0000900C09,TX006305,47525,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,92.93,92.86,94.63,100.35,95.76,95.9
TP0000960D07,TX006305,47525,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,92.93,92.86,94.63,100.35,95.76,95.9
TP0000986G10,TX006305,47525,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,92.93,92.86,94.63,100.35,95.76,95.9
TP0000987G10,TX006305,47525,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,92.93,92.86,94.63,100.35,95.76,95.9
